auction_id;item_id;seller_login;seller_role;current_highest_bid;auction_status;winner_login;winner_role
2078;310;fluffy-pizza;Seller;2884;Closed;feisty-desire;Buyer
2079;4538;fuzzy-note;Seller;3187;Closed;upset-black;Buyer
2080;2268;spectacular-diamond;Seller;1092;Closed;crisp-detail;Buyer
2081;4884;subdued-air;Seller;1762;Active;;
2082;2598;similar-ice;Seller;2077;Closed;overlooked-fall;Buyer
2083;3368;steel-mail;Seller;2737;Closed;vivid-savings;Buyer
2084;1315;weighty-shame;Seller;1963;Closed;oblong-alarm;Buyer
2085;5165;absolute-craft;Seller;1851;Active;;
2086;5138;robust-charity;Seller;2825;Closed;exhausted-agreement;Buyer
2087;915;periodic-summer;Seller;1031;Active;;
2088;5314;rash-board;Seller;3031;Active;;
2089;4013;jolly-human;Seller;3914;Closed;jumpy-pizza;Buyer
2090;3997;phony-idea;Seller;1825;Closed;frivolous-young;Buyer
2091;445;thorny-resolution;Seller;3401;Closed;disgusting-base;Buyer
2092;2760;fluffy-pizza;Seller;2845;Closed;sympathetic-scale;Buyer
2093;800;yearly-society;Seller;1919;Closed;extra-large-feature;Buyer
2094;2628;jolly-human;Seller;1374;Closed;weird-press;Buyer
2095;1889;absolute-craft;Seller;4394;Closed;flawed-repair;Buyer
2096;5375;every-discipline;Seller;423;Active;;
2097;1279;sweet-pass;Seller;2346;Closed;acceptable-money;Buyer
2098;490;fine-soil;Seller;3207;Closed;fluid-play;Buyer
2099;4978;rash-board;Seller;3612;Closed;any-beer;Buyer
2100;5983;constant-university;Seller;1897;Active;;
2101;765;robust-charity;Seller;3149;Active;;
2102;1817;fine-soil;Seller;4395;Closed;past-studio;Buyer
2103;642;impressive-forever;Seller;1355;Closed;exhausted-possible;Buyer
2104;4208;mindless-button;Seller;3617;Closed;uniform-excuse;Buyer
2105;1844;incompatible-monitor;Seller;2078;Closed;spirited-general;Buyer
2106;5515;light-lie;Seller;2134;Closed;other-let;Buyer
2107;3732;ultimate-coach;Seller;2545;Active;;
2108;969;milky-penalty;Seller;528;Closed;poised-debt;Buyer
2109;3881;giving-teacher;Seller;1714;Closed;alive-finding;Buyer
2110;1093;ripe-patience;Seller;3218;Closed;nasty-juice;Buyer
2111;4043;mean-politics;Seller;1812;Closed;close-comfort;Buyer
2112;3054;left-ad;Seller;3171;Active;;
2113;4727;left-ad;Seller;3424;Closed;deep-stay;Buyer
2114;5352;superficial-extreme;Seller;2754;Closed;wicked-care;Buyer
2115;1278;abandoned-negotiation;Seller;2110;Closed;gentle-inevitable;Buyer
2116;5889;threadbare-character;Seller;3676;Closed;sarcastic-touch;Buyer
2117;4058;icky-hearing;Seller;1265;Closed;extroverted-philosophy;Buyer
2118;2924;snappy-wine;Seller;2595;Closed;spiffy-view;Buyer
2119;253;multicolored-performance;Seller;3996;Active;;
2120;4988;frivolous-nation;Seller;4527;Active;;
2121;123;superficial-extreme;Seller;1233;Active;;
2122;3673;steel-clue;Seller;1409;Active;;
2123;107;live-hat;Seller;4282;Active;;
2124;609;robust-charity;Seller;241;Active;;
2125;4239;that-vehicle;Seller;5999;Closed;great-web;Buyer
2126;1768;regal-a;Seller;2528;Closed;rowdy-property;Buyer
2127;1599;private-review;Seller;1967;Closed;steep-swim;Buyer
2128;3583;fair-buddy;Seller;3728;Closed;alive-finding;Buyer
2129;607;weighty-shame;Seller;1085;Active;;
2130;1548;similar-ice;Seller;4144;Closed;acclaimed-resolution;Buyer
2131;2774;envious-initiative;Seller;2070;Closed;attractive-kid;Buyer
2132;625;superficial-extreme;Seller;2522;Active;;
2133;3643;judicious-dare;Seller;1293;Closed;noisy-concentrate;Buyer
2134;4967;rude-ball;Seller;2052;Closed;delectable-surgery;Buyer
2135;5815;ruddy-tie;Seller;2705;Closed;present-vehicle;Buyer
2136;1407;silent-access;Seller;1309;Active;;
2137;3566;bare-round;Seller;1226;Closed;enraged-equipment;Buyer
2138;4645;steel-clue;Seller;1934;Closed;aching-office;Buyer
2139;5047;burdensome-special;Seller;2786;Active;;
2140;295;that-vehicle;Seller;3568;Active;;
2141;5976;abandoned-negotiation;Seller;4151;Closed;glaring-administration;Buyer
2142;2108;handsome-city;Seller;2622;Closed;substantial-dish;Buyer
2143;667;striking-wedding;Seller;4113;Closed;curvy-ladder;Buyer
2144;3868;yearly-society;Seller;4201;Closed;loud-link;Buyer
2145;1671;necessary-national;Seller;1578;Closed;marvelous-way;Buyer
2146;815;lighthearted-remote;Seller;2994;Closed;gaseous-sense;Buyer
2147;1374;forceful-coach;Seller;2732;Closed;fragrant-border;Buyer
2148;2354;grim-reach;Seller;1632;Active;;
2149;1508;remorseful-buddy;Seller;4943;Closed;bouncy-championship;Buyer
2150;753;modest-tale;Seller;1552;Active;;
2151;3391;regular-business;Seller;4093;Closed;unhealthy-upper;Buyer
2152;4337;deadly-father;Seller;2099;Closed;misty-cable;Buyer
2153;2127;melodic-chocolate;Seller;5328;Closed;close-comfort;Buyer
2154;3771;ruddy-tie;Seller;2314;Closed;uniform-excuse;Buyer
2155;627;expensive-funeral;Seller;2568;Closed;celebrated-method;Buyer
2156;1183;studious-bridge;Seller;2959;Closed;sleepy-career;Buyer
2157;3474;steel-clue;Seller;4253;Closed;short-term-player;Buyer
2158;358;fine-suck;Seller;3039;Closed;chief-edge;Buyer
2159;3867;forceful-coach;Seller;1523;Closed;opulent-pension;Buyer
2160;1678;aromatic-pound;Seller;3282;Closed;modest-bottom;Buyer
2161;3953;heavenly-deposit;Seller;3261;Closed;grumpy-spread;Buyer
2162;761;private-review;Seller;3352;Active;;
2163;5402;fine-suck;Seller;2559;Closed;glum-usual;Buyer
2164;4671;grim-reach;Seller;4462;Closed;unequaled-release;Buyer
2165;2758;weighty-shame;Seller;4127;Closed;youthful-suggestion;Buyer
2166;5652;productive-advice;Seller;1447;Closed;serene-character;Buyer
2167;5086;striped-job;Seller;1520;Closed;unhappy-heat;Buyer
2168;665;impressionable-bedroom;Seller;2321;Closed;weepy-share;Buyer
2169;2440;common-private;Seller;3840;Closed;silent-piece;Buyer
2170;666;weighty-shame;Seller;2823;Closed;normal-opening;Buyer
2171;654;silver-steal;Seller;1524;Closed;normal-opening;Buyer
2172;1959;abandoned-negotiation;Seller;2686;Closed;popular-pair;Buyer
2173;1240;easy-dark;Seller;1598;Closed;outrageous-class;Buyer
2174;3153;steel-clue;Seller;4359;Closed;lanky-screw;Buyer
2175;2698;envious-initiative;Seller;926;Closed;useless-signal;Buyer
2176;2914;affectionate-passenger;Seller;1919;Active;;
2177;3214;sick-quarter;Seller;3658;Closed;previous-potato;Buyer
2178;1207;light-good;Seller;1189;Closed;mushy-green;Buyer
2179;5816;frivolous-nation;Seller;2274;Closed;arid-rough;Buyer
2180;392;pitiful-dream;Seller;3124;Active;;
2181;2424;frivolous-nation;Seller;1752;Closed;impeccable-comfortable;Buyer
2182;76;focused-song;Seller;2742;Closed;bowed-single;Buyer
2183;5477;paltry-surgery;Seller;2631;Active;;
2184;1415;private-review;Seller;725;Closed;old-fashioned-lock;Buyer
2185;4924;burdensome-special;Seller;1497;Active;;
2186;3899;yearly-society;Seller;4555;Closed;ugly-vast;Buyer
2187;308;enraged-give;Seller;4454;Closed;woozy-primary;Buyer
2188;3243;harmless-agreement;Seller;1575;Active;;
2189;1920;fluffy-pizza;Seller;2457;Closed;rosy-capital;Buyer
2190;2389;this-priority;Seller;2737;Active;;
2191;354;grim-reach;Seller;1794;Active;;
2192;4213;pitiful-dream;Seller;2363;Closed;queasy-burn;Buyer
2193;4324;mindless-button;Seller;2272;Active;;
2194;651;bad-permit;Seller;2467;Closed;failing-stretch;Buyer
2195;3407;cuddly-muscle;Seller;1329;Closed;lanky-buyer;Buyer
2196;5996;unnatural-book;Seller;3042;Closed;useless-signal;Buyer
2197;71;focused-song;Seller;1928;Closed;bubbly-convert;Buyer
2198;2303;cuddly-muscle;Seller;2481;Closed;cuddly-war;Buyer
2199;2229;robust-charity;Seller;1488;Closed;burdensome-fortune;Buyer
2200;5938;upset-permission;Seller;2602;Closed;afraid-day;Buyer
2201;3195;complex-dog;Seller;3691;Closed;insignificant-place;Buyer
2202;2161;light-good;Seller;1873;Closed;pleasant-feed;Buyer
2203;3285;demanding-farmer;Seller;3490;Closed;remorseful-ticket;Buyer
2204;4023;costly-tackle;Seller;3127;Closed;corrupt-road;Buyer
2205;4602;private-review;Seller;1657;Closed;light-lip;Buyer
2206;1290;frivolous-nation;Seller;3497;Active;;
2207;5358;weekly-percentage;Seller;3098;Active;;
2208;5727;frivolous-nation;Seller;3030;Closed;equatorial-welcome;Buyer
2209;4499;robust-charity;Seller;4085;Closed;thin-rush;Buyer
2210;409;itchy-angle;Seller;2198;Closed;pleasant-author;Buyer
2211;5591;past-touch;Seller;2781;Active;;
2212;2212;modest-tale;Seller;1703;Active;;
2213;4768;studious-bridge;Seller;2061;Closed;crushing-harm;Buyer
2214;1810;considerate-conference;Seller;3304;Closed;rash-white;Buyer
2215;4411;mysterious-court;Seller;1867;Closed;odd-store;Buyer
2216;302;wicked-drama;Seller;2127;Active;;
2217;3184;kindhearted-young;Seller;2964;Closed;deep-vast;Buyer
2218;1096;burdensome-special;Seller;998;Closed;meager-apartment;Buyer
2219;899;modest-tale;Seller;2050;Closed;dramatic-agreement;Buyer
2220;5633;unrealistic-item;Seller;3374;Active;;
2221;2518;unfit-fault;Seller;3712;Closed;precious-effect;Buyer
2222;1171;necessary-national;Seller;3668;Closed;misty-cable;Buyer
2223;2949;wicked-drama;Seller;4144;Active;;
2224;5307;favorite-movie;Seller;3592;Closed;sociable-local;Buyer
2225;2132;kooky-mail;Seller;2469;Active;;
2226;3490;favorite-movie;Seller;3551;Closed;complete-chain;Buyer
2227;306;this-priority;Seller;663;Closed;jumpy-count;Buyer
2228;5113;regular-business;Seller;5068;Closed;menacing-shower;Buyer
2229;640;grim-reach;Seller;6149;Closed;rubbery-childhood;Buyer
2230;1035;enraged-give;Seller;1104;Closed;healthy-restaurant;Buyer
2231;1882;anguished-order;Seller;2856;Closed;unusual-single;Buyer
2232;3792;superb-pull;Seller;6557;Closed;portly-local;Buyer
2233;3767;everlasting-historian;Seller;2991;Closed;cute-appearance;Buyer
2234;2162;itchy-angle;Seller;2842;Active;;
2235;4116;focused-song;Seller;2620;Closed;extroverted-philosophy;Buyer
2236;561;this-priority;Seller;2002;Active;;
2237;1708;chief-cut;Seller;1624;Closed;active-church;Buyer
2238;1283;breakable-lesson;Seller;3128;Closed;normal-opening;Buyer
2239;2692;judicious-dare;Seller;2219;Closed;substantial-trash;Buyer
2240;1915;judicious-turn;Seller;4502;Closed;inferior-dream;Buyer
2241;5854;heavenly-deposit;Seller;4761;Closed;vacant-nation;Buyer
2242;5517;every-discipline;Seller;3736;Closed;honest-permission;Buyer
2243;939;costly-tackle;Seller;2792;Closed;wasteful-man;Buyer
2244;5828;unrealistic-item;Seller;2205;Closed;youthful-suggestion;Buyer
2245;1711;modest-tale;Seller;1786;Closed;ill-fated-land;Buyer
2246;4624;loathsome-soft;Seller;2206;Closed;unsung-junior;Buyer
2247;707;feminine-writing;Seller;3652;Closed;pitiful-effective;Buyer
2248;330;impressionable-bedroom;Seller;3274;Closed;weepy-share;Buyer
2249;3350;loathsome-soft;Seller;1186;Closed;lost-street;Buyer
2250;1450;coordinated-opposite;Seller;1606;Closed;oblong-method;Buyer
2251;2217;costly-tackle;Seller;2380;Closed;baggy-limit;Buyer
2252;797;light-lie;Seller;2506;Active;;
2253;3218;delicious-criticism;Seller;4361;Closed;vacant-nation;Buyer
2254;4178;wicked-drama;Seller;3657;Active;;
2255;1736;private-review;Seller;2351;Closed;authorized-objective;Buyer
2256;1592;upset-permission;Seller;1532;Closed;untidy-excuse;Buyer
2257;5536;light-lie;Seller;836;Closed;motionless-north;Buyer
2258;5474;interesting-primary;Seller;3194;Closed;tricky-primary;Buyer
2259;498;costly-tackle;Seller;2253;Closed;wicked-theory;Buyer
2260;1087;light-lie;Seller;2375;Active;;
2261;4766;handsome-city;Seller;3569;Closed;everlasting-wear;Buyer
2262;5232;anguished-order;Seller;1743;Active;;
2263;4113;bare-round;Seller;3236;Active;;
2264;937;constant-university;Seller;3955;Closed;abandoned-experience;Buyer
2265;2805;striking-wedding;Seller;3965;Closed;luxurious-jury;Buyer
2266;4449;feminine-writing;Seller;1135;Closed;creamy-homework;Buyer
2267;4835;flawless-soup;Seller;3281;Closed;bustling-blow;Buyer
2268;5663;striking-wedding;Seller;3369;Closed;numb-tackle;Buyer
2269;3908;itchy-angle;Seller;2350;Closed;sparkling-half;Buyer
2270;1453;that-vehicle;Seller;1649;Closed;abandoned-experience;Buyer
2271;1143;productive-advice;Seller;4275;Closed;fuzzy-iron;Buyer
2272;4852;energetic-shot;Seller;3181;Closed;moral-lay;Buyer
2273;3131;steel-mail;Seller;2457;Active;;
2274;1357;judicious-turn;Seller;3563;Closed;poised-debt;Buyer
2275;525;medium-class;Seller;4619;Closed;extroverted-philosophy;Buyer
2276;2031;that-vehicle;Seller;2136;Closed;unique-doctor;Buyer
2277;2242;yearly-society;Seller;2059;Closed;grave-series;Buyer
2278;1461;angelic-thought;Seller;1916;Active;;
2279;2149;multicolored-performance;Seller;3589;Closed;super-trick;Buyer
2280;5894;judicious-dare;Seller;3540;Closed;distant-wing;Buyer
2281;2505;leafy-distribution;Seller;3830;Closed;ignorant-link;Buyer
2282;2909;fine-suck;Seller;2492;Closed;occasional-audience;Buyer
2283;1990;doting-bell;Seller;2599;Closed;authorized-partner;Buyer
2284;5159;light-lie;Seller;3033;Closed;elastic-meat;Buyer
2285;3372;gracious-nation;Seller;1678;Active;;
2286;3965;bad-permit;Seller;4685;Closed;sore-problem;Buyer
2287;3812;affectionate-passenger;Seller;4156;Closed;scrawny-clerk;Buyer
2288;2448;dopey-nobody;Seller;4434;Closed;grubby-promotion;Buyer
2289;5056;handsome-city;Seller;1193;Closed;complicated-efficiency;Buyer
2290;469;grimy-catch;Seller;2696;Closed;comfortable-horse;Buyer
2291;1161;expensive-funeral;Seller;3567;Active;;
2292;2004;envious-initiative;Seller;2473;Active;;
2293;936;lawful-interaction;Seller;2480;Closed;flowery-horse;Buyer
2294;1167;intrepid-candidate;Seller;4756;Closed;hopeful-inside;Buyer
2295;2455;light-lie;Seller;6348;Closed;acrobatic-attention;Buyer
2296;2497;remorseful-buddy;Seller;2290;Closed;bare-client;Buyer
2297;3324;gracious-nation;Seller;3841;Closed;scrawny-clerk;Buyer
2298;3834;light-good;Seller;1221;Active;;
2299;2460;icky-hearing;Seller;1365;Closed;attractive-kid;Buyer
2300;523;loyal-apple;Seller;3464;Closed;favorite-plane;Buyer
2301;4418;icky-hearing;Seller;1408;Closed;authorized-savings;Buyer
2302;3365;weighty-shame;Seller;2174;Closed;treasured-file;Buyer
2303;5871;coordinated-opposite;Seller;2471;Closed;neat-respect;Buyer
2304;4236;hard-to-find-boyfriend;Seller;931;Active;;
2305;664;ripe-patience;Seller;3331;Closed;crafty-patient;Buyer
2306;5506;big-hearted-king;Seller;1543;Closed;secret-university;Buyer
2307;2246;hard-profit;Seller;3466;Closed;useless-signal;Buyer
2308;2041;extraneous-stick;Seller;3407;Closed;impure-original;Buyer
2309;5719;superficial-extreme;Seller;2170;Closed;threadbare-challenge;Buyer
2310;3802;whole-initial;Seller;1887;Closed;positive-phase;Buyer
2311;5756;bad-permit;Seller;2252;Closed;tangible-spare;Buyer
2312;4415;harmless-agreement;Seller;2484;Closed;punctual-advance;Buyer
2313;4718;grumpy-secret;Seller;1537;Closed;woozy-primary;Buyer
2314;167;forceful-coach;Seller;1313;Closed;organic-doctor;Buyer
2315;2734;dopey-nobody;Seller;3187;Closed;sweltering-quarter;Buyer
2316;3972;modest-tale;Seller;2400;Active;;
2317;5295;studious-bridge;Seller;3029;Active;;
2318;1795;fuzzy-note;Seller;2295;Active;;
2319;4666;loyal-apple;Seller;4467;Closed;meager-anger;Buyer
2320;240;unnatural-book;Seller;2867;Closed;disguised-drawing;Buyer
2321;4795;fluffy-pizza;Seller;1418;Closed;delectable-resolution;Buyer
2322;1074;aromatic-pound;Seller;1951;Closed;young-passage;Buyer
2323;4729;icky-hearing;Seller;1471;Closed;substantial-power;Buyer
2324;854;partial-telephone;Seller;3878;Closed;monthly-article;Buyer
2325;778;yummy-if;Seller;4141;Closed;amazing-letter;Buyer
2326;989;fuzzy-note;Seller;1660;Closed;royal-step;Buyer
2327;798;weighty-shame;Seller;2661;Closed;gracious-room;Buyer
2328;1291;feminine-writing;Seller;2128;Active;;
2329;4886;superb-pull;Seller;2312;Closed;lonely-reference;Buyer
2330;2366;whole-initial;Seller;2853;Closed;mean-spread;Buyer
2331;3302;similar-ice;Seller;1062;Active;;
2332;2578;scented-witness;Seller;2253;Closed;metallic-part;Buyer
2333;2819;impressive-forever;Seller;4369;Closed;barren-anybody;Buyer
2334;2314;lawful-interaction;Seller;3584;Closed;imaginary-leader;Buyer
2335;394;yummy-if;Seller;4445;Closed;previous-potato;Buyer
2336;3875;rude-ball;Seller;3665;Closed;detailed-fishing;Buyer
2337;1340;feminine-writing;Seller;3058;Closed;honest-context;Buyer
2338;4051;upset-permission;Seller;1932;Closed;young-passage;Buyer
2339;4037;fine-suck;Seller;2567;Active;;
2340;3755;thorny-resolution;Seller;4509;Active;;
2341;4772;fine-suck;Seller;4695;Closed;mushy-master;Buyer
2342;4913;impossible-match;Seller;4416;Closed;dapper-lead;Buyer
2343;2669;jolly-human;Seller;2496;Closed;frank-broad;Buyer
2344;5843;sick-quarter;Seller;6350;Closed;round-question;Buyer
2345;4159;abandoned-negotiation;Seller;4403;Closed;unhealthy-upper;Buyer
2346;5100;loyal-apple;Seller;2928;Closed;useless-signal;Buyer
2347;2494;chief-cut;Seller;3233;Closed;unique-doctor;Buyer
2348;4454;harmless-agreement;Seller;4460;Closed;exalted-highlight;Buyer
2349;1166;superb-pull;Seller;2512;Active;;
2350;5404;mean-politics;Seller;3298;Closed;hot-police;Buyer
2351;1313;intrepid-candidate;Seller;2025;Closed;insecure-window;Buyer
2352;2390;ultimate-coach;Seller;2530;Active;;
2353;1110;pitiful-dream;Seller;4341;Closed;doting-unit;Buyer
2354;4584;similar-ice;Seller;2159;Active;;
2355;1361;weekly-percentage;Seller;2959;Closed;dry-cook;Buyer
2356;4002;threadbare-character;Seller;4448;Closed;afraid-day;Buyer
2357;3174;frivolous-nation;Seller;2901;Closed;good-pain;Buyer
2358;5796;thorny-resolution;Seller;2192;Active;;
2359;3987;feminine-writing;Seller;3473;Closed;flippant-piece;Buyer
2360;3473;embellished-repeat;Seller;673;Active;;
2361;3231;pointless-guess;Seller;4638;Closed;amusing-while;Buyer
2362;2220;tempting-education;Seller;3008;Closed;cute-throat;Buyer
2363;2916;superficial-extreme;Seller;674;Active;;
2364;2983;paltry-surgery;Seller;3292;Closed;meager-apartment;Buyer
2365;1204;pointless-guess;Seller;1684;Closed;major-commercial;Buyer
2366;3605;gleeful-customer;Seller;5822;Active;;
2367;2879;wicked-drama;Seller;1594;Closed;clumsy-training;Buyer
2368;5531;snappy-wine;Seller;1850;Closed;open-wash;Buyer
2369;2944;false-news;Seller;4208;Closed;kindly-freedom;Buyer
2370;4387;angelic-thought;Seller;1869;Active;;
2371;4980;past-touch;Seller;2687;Closed;insecure-window;Buyer
2372;4338;trustworthy-silly;Seller;1918;Active;;
2373;5655;impossible-match;Seller;3483;Closed;healthy-restaurant;Buyer
2374;3120;spectacular-diamond;Seller;4423;Closed;damp-quantity;Buyer
2375;4849;pointless-guess;Seller;3616;Closed;everlasting-wear;Buyer
2376;4818;loyal-apple;Seller;4388;Closed;self-reliant-champion;Buyer
2377;2086;silver-steal;Seller;5512;Active;;
2378;3022;loathsome-soft;Seller;2198;Closed;official-channel;Buyer
2379;5117;sick-quarter;Seller;2592;Closed;strident-opportunity;Buyer
2380;479;itchy-angle;Seller;2060;Closed;parched-power;Buyer
2381;3603;gleeful-customer;Seller;2680;Closed;crushing-harm;Buyer
2382;281;handsome-city;Seller;1681;Closed;damp-quantity;Buyer
2383;610;striking-wedding;Seller;2760;Closed;mean-spread;Buyer
2384;4215;hard-to-find-boyfriend;Seller;2155;Closed;delectable-surgery;Buyer
2385;554;absolute-craft;Seller;1511;Closed;honest-permission;Buyer
2386;1526;impossible-match;Seller;739;Closed;dear-hide;Buyer
2387;2369;unnatural-book;Seller;6989;Active;;
2388;534;fluffy-pizza;Seller;2339;Closed;digital-win;Buyer
2389;5242;false-news;Seller;2505;Closed;clumsy-training;Buyer
2390;5917;complex-dog;Seller;3878;Closed;babyish-play;Buyer
2391;2204;embellished-repeat;Seller;2360;Closed;whispered-screw;Buyer
2392;1710;mysterious-court;Seller;2272;Active;;
2393;773;meager-shopping;Seller;4361;Closed;rotating-vehicle;Buyer
2394;2097;expensive-funeral;Seller;3654;Closed;sorrowful-comfortable;Buyer
2395;4595;big-hearted-king;Seller;5768;Closed;cultured-lack;Buyer
2396;5773;grumpy-secret;Seller;3170;Closed;mundane-song;Buyer
2397;2637;muffled-pause;Seller;3137;Closed;helpful-noise;Buyer
2398;2902;disguised-wonder;Seller;2746;Closed;bewitched-use;Buyer
2399;1324;periodic-summer;Seller;6993;Closed;stylish-rip;Buyer
2400;1813;interesting-primary;Seller;1153;Active;;
2401;950;cuddly-muscle;Seller;2405;Closed;narrow-honey;Buyer
2402;4262;aromatic-pound;Seller;1615;Active;;
2403;2082;leafy-distribution;Seller;1654;Closed;marvelous-way;Buyer
2404;5261;weighty-shame;Seller;3103;Closed;old-fashioned-lock;Buyer
2405;1542;interesting-primary;Seller;3565;Closed;alarming-president;Buyer
2406;5001;light-lie;Seller;1206;Closed;lumbering-native;Buyer
2407;3099;considerate-conference;Seller;3980;Active;;
2408;5237;fluffy-pizza;Seller;3013;Closed;grimy-marriage;Buyer
2409;4485;spectacular-diamond;Seller;3216;Closed;wrathful-tonight;Buyer
2410;1911;kindhearted-young;Seller;1629;Closed;puzzling-split;Buyer
2411;3552;milky-penalty;Seller;3676;Closed;ancient-relative;Buyer
2412;4804;productive-advice;Seller;3872;Closed;cute-throat;Buyer
2413;161;questionable-sympathy;Seller;3028;Closed;melodic-bend;Buyer
2414;5161;canine-coat;Seller;2978;Closed;unwelcome-advertising;Buyer
2415;1089;spotless-charge;Seller;4142;Closed;meager-anger;Buyer
2416;5106;starry-passion;Seller;2874;Closed;worthy-arm;Buyer
2417;935;weekly-percentage;Seller;2260;Closed;flat-audience;Buyer
2418;2347;fair-buddy;Seller;2131;Closed;cold-warning;Buyer
2419;3114;whole-initial;Seller;3638;Closed;functional-voice;Buyer
2420;1220;subdued-air;Seller;2687;Closed;every-paper;Buyer
2421;2992;giving-teacher;Seller;1606;Closed;monthly-article;Buyer
2422;5096;snappy-wine;Seller;948;Active;;
2423;1457;punctual-swimming;Seller;4201;Closed;numb-tackle;Buyer
2424;3946;regal-a;Seller;5663;Active;;
2425;3901;sweet-pass;Seller;1281;Active;;
2426;4480;robust-charity;Seller;1984;Active;;
2427;3642;serene-monitor;Seller;2896;Closed;gigantic-guidance;Buyer
2428;3655;light-good;Seller;895;Closed;costly-produce;Buyer
2429;2704;expensive-funeral;Seller;5497;Closed;utter-brick;Buyer
2430;1149;lighthearted-remote;Seller;4471;Closed;idiotic-oil;Buyer
2431;29;judicious-dare;Seller;4873;Closed;dizzy-data;Buyer
2432;924;impressionable-bedroom;Seller;4837;Closed;other-let;Buyer
2433;2423;unnatural-book;Seller;1708;Active;;
2434;2230;frivolous-nation;Seller;2422;Closed;stable-sad;Buyer
2435;4706;energetic-shot;Seller;4329;Closed;organic-doctor;Buyer
2436;2123;regal-a;Seller;3438;Active;;
2437;4227;mean-politics;Seller;3501;Closed;measly-finding;Buyer
2438;2585;costly-scene;Seller;1323;Closed;insignificant-place;Buyer
2439;5628;unrealistic-item;Seller;4239;Closed;starchy-cover;Buyer
2440;3204;flawless-soup;Seller;3321;Closed;informal-glass;Buyer
2441;5508;grumpy-secret;Seller;3234;Active;;
2442;4991;light-lie;Seller;3065;Closed;proper-deposit;Buyer
2443;2728;lighthearted-remote;Seller;2159;Closed;obedient-worth;Buyer
2444;4139;flawless-soup;Seller;1759;Closed;normal-opening;Buyer
2445;2250;upset-temperature;Seller;3326;Closed;mysterious-essay;Buyer
2446;5932;bare-round;Seller;2075;Active;;
2447;5373;grim-reach;Seller;4886;Closed;costly-produce;Buyer
2448;100;deafening-copy;Seller;3787;Closed;moral-lay;Buyer
2449;3136;thorny-resolution;Seller;2757;Closed;elastic-meat;Buyer
2450;2409;light-good;Seller;2542;Closed;infatuated-repeat;Buyer
2451;3004;flawless-soup;Seller;3697;Closed;thorough-self;Buyer
2452;4041;forceful-coach;Seller;2229;Closed;insecure-soup;Buyer
2453;2355;hard-profit;Seller;736;Closed;round-question;Buyer
2454;3549;complex-dog;Seller;2483;Active;;
2455;5573;doting-bell;Seller;1617;Closed;modern-bank;Buyer
2456;840;lawful-interaction;Seller;903;Closed;hopeful-inside;Buyer
2457;1018;linear-candle;Seller;5966;Closed;digital-win;Buyer
2458;5755;light-good;Seller;1557;Closed;bony-politics;Buyer
2459;2990;bare-round;Seller;3179;Closed;noisy-concentrate;Buyer
2460;4200;spectacular-diamond;Seller;1161;Closed;spiffy-view;Buyer
2461;3630;upset-permission;Seller;2475;Closed;excellent-consist;Buyer
2462;2479;yummy-if;Seller;6904;Closed;flawed-total;Buyer
2463;5392;linear-candle;Seller;3118;Closed;constant-opposite;Buyer
2464;5953;breakable-lesson;Seller;4392;Closed;reflecting-basis;Buyer
2465;5639;whole-initial;Seller;4745;Closed;wonderful-spell;Buyer
2466;2600;modest-tale;Seller;4913;Closed;constant-opposite;Buyer
2467;971;lawful-interaction;Seller;1550;Closed;marvelous-push;Buyer
2468;1245;everlasting-historian;Seller;5604;Closed;noteworthy-band;Buyer
2469;4956;unfit-fault;Seller;1461;Closed;digital-win;Buyer
2470;2640;kindhearted-young;Seller;5080;Closed;separate-salary;Buyer
2471;1058;whole-initial;Seller;2710;Closed;long-term-if;Buyer
2472;4063;rash-board;Seller;2729;Closed;inconsequential-cat;Buyer
2473;5801;that-vehicle;Seller;4537;Closed;exhausted-possible;Buyer
2474;1895;big-hearted-king;Seller;1158;Closed;large-maintenance;Buyer
2475;391;sick-quarter;Seller;2745;Closed;impeccable-comfortable;Buyer
2476;2147;judicious-dare;Seller;2887;Closed;separate-salary;Buyer
2477;468;fluffy-pizza;Seller;2234;Closed;self-reliant-champion;Buyer
2478;5356;burdensome-special;Seller;3131;Closed;opulent-age;Buyer
2479;1119;this-priority;Seller;2668;Closed;delectable-surgery;Buyer
2480;4647;handsome-city;Seller;4662;Closed;worthwhile-region;Buyer
2481;4285;angelic-thought;Seller;2612;Closed;bustling-blow;Buyer
2482;2294;costly-scene;Seller;1437;Closed;bowed-single;Buyer
2483;5408;mindless-button;Seller;2082;Closed;real-role;Buyer
2484;5057;costly-scene;Seller;2425;Closed;impolite-complaint;Buyer
2485;3288;coordinated-opposite;Seller;3394;Closed;informal-glass;Buyer
2486;4419;loyal-apple;Seller;2592;Closed;jealous-message;Buyer
2487;2473;shocked-specialist;Seller;1911;Closed;ironclad-dish;Buyer
2488;3062;similar-ice;Seller;3469;Closed;pertinent-suspect;Buyer
2489;3686;partial-telephone;Seller;4126;Closed;spherical-shock;Buyer
2490;4604;mean-politics;Seller;1519;Closed;distant-adult;Buyer
2491;280;pointless-guess;Seller;1802;Closed;first-tonight;Buyer
2492;866;costly-tackle;Seller;1505;Closed;muffled-psychology;Buyer
2493;641;this-priority;Seller;3436;Closed;new-winner;Buyer
2494;191;ripe-patience;Seller;3121;Active;;
2495;4809;regular-business;Seller;5246;Closed;cold-warning;Buyer
